BaseStationId,year,month,day,success_call_rate,fail_rate,cell_avail,max_active_abon,overload_rate
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,2,96.5,1.92,93.5,8550,9.54
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,3,98.5,2.52,94.5,9075,5.76
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,4,97,3.12,94.5,1800,9.9
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,5,99,2.52,94,9450,9.36
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,6,93,4.92,96.5,2975,9
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,7,98.5,4.32,94,7550,7.38
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,8,94.5,0.72,99.5,8800,5.4
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,9,97.5,4.92,94,2100,2.7
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,10,93.5,3,91,9550,7.38
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,1,94,4.68,92.5,6200,6.66
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,2,98.5,2.4,94,6550,7.74
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,3,93,2.04,98,7425,8.46
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,4,91.5,3.24,95,6900,6.12
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,5,89.5,3.6,98.5,7350,8.28
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,6,90.5,4.68,96.5,5000,9.72
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,7,96,2.64,94,8675,4.86
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,8,88,4.92,99.5,3300,5.4
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,9,92,4.32,97.5,7900,8.82
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,10,98.5,3.48,97,6900,3.78
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,1,99,4.8,99,3225,4.68
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,2,95.5,2.4,94,2350,5.04
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,3,96.5,1.2,89.5,6475,1.62
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,4,95.5,4.8,99,9475,2.16
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,5,95,2.4,93,7700,6.84
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,6,98.5,4.2,95.5,9025,9.18
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,7,94.5,0.72,95,8575,9.72
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,8,98,4.44,96.5,4525,9.72
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,9,93.5,2.64,97,9575,6.66
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,10,100,4.32,86.5,2800,9.36
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,1,97,4.68,85,7125,5.4
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,2,98.5,2.88,95.5,2975,7.92
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,3,92,4.8,94.5,3525,2.88
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,4,98.5,1.56,96,1825,4.68
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,5,98,4.2,87,7250,8.82
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,6,90.5,4.44,89.5,8200,9.72
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,7,97,3.12,100,9600,9.54
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,8,98.5,3.72,93,4025,8.46
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,9,95,4.2,88,6025,0.36
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,10,91,4.68,98.5,4325,8.1
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,1,98.5,3.48,91,9500,5.58
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,2,99,4.56,96,5875,8.64
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,3,93.5,2.52,97,5775,4.32
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,4,87.5,3.84,97.5,6925,3.6
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,5,97.5,2.04,99.5,9600,4.68
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,6,94,0.36,96.5,5000,4.68
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,7,94,3.48,93.5,6825,1.62
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,8,93,4.56,92,6075,8.46
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,9,98.5,2.28,96,6350,2.16
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,10,87,4.2,89.5,9300,6.66
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,1,95,4.44,88.5,6050,2.7
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,2,89.5,4.32,92.5,6125,5.76
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,3,94.5,4.56,97,3075,8.1
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,4,90.5,2.04,92,5525,6.3
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,5,98,1.8,98,2750,5.04
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,6,95,4.2,95,4225,5.94
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,7,100,4.44,96,7600,7.56
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,8,99,3.6,96.5,1825,8.28
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,9,91,0.84,98.5,8175,1.98
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,10,87.5,3.48,88,7775,6.84
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,1,96.5,4.92,94,7425,4.5
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,2,95.5,2.16,90.5,8775,5.4
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,3,93.5,4.56,93,9250,9.9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,4,97.5,4.32,99,5375,5.4
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,5,94,4.56,98.5,9775,9.72
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,6,94,1.68,98.5,6425,6.66
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,7,95,3.24,92.5,7225,5.94
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,8,93.5,3.24,90.5,7025,9.9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,9,100,2.4,89,6775,9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,10,89.5,4.92,99.5,7725,7.56
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,1,99.5,4.2,99,8850,4.5
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,2,98.5,4.56,89,5750,9.9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,3,94,4.32,89,7225,8.64
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,4,98,4.56,90,9575,6.3
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,5,99.5,4.32,94.5,3125,9.9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,6,90.5,3.84,96.5,8025,7.56
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,7,100,3.24,98,7775,7.56
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,8,90.5,4.56,93.5,5025,4.14
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,9,99,3.96,88,8175,5.58
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,10,92,4.8,98.5,6400,7.38
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,1,94,2.88,98,6600,8.46
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,2,93,3.84,98.5,9750,9.36
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,3,94,4.2,100,5575,4.86
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,4,95,3,100,4850,5.58
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,5,89,4.08,100,6625,7.74
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,6,92.5,4.92,98.5,5450,3.6
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,7,99.5,4.56,96,7850,3.42
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,8,95.5,2.52,86.5,9200,6.66
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,9,98,4.8,97.5,6300,9.18
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,10,93,2.16,91.5,6700,5.76
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,1,92.5,0.96,95,9125,8.28
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,2,100,4.56,87.5,3500,8.64
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,3,97.5,0.6,97.5,6325,5.4
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,4,90,4.32,98.5,8700,3.42
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,5,96,2.16,96.5,4700,4.5
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,6,100,1.8,94.5,875,4.5
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,7,96.5,3.84,92.5,7250,7.56
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,8,94,2.4,99.5,8850,5.04
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,9,96,3.24,95.5,8275,8.46
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,10,92,3.72,93,7925,9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,1,91,3.96,90,950,6.12
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,2,89,3.36,89,3700,6.12
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,3,97,2.88,97,4050,9.18
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,4,97,3.96,91.5,5300,3.24
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,5,87.5,4.56,95,6725,9.54
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,6,100,1.32,100,8900,0.9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,7,93,3.96,97.5,6075,9.72
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,8,99.5,3.48,97,9625,8.46
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,9,95,3.72,96,8150,3.42
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,10,88,4.68,91.5,4625,9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,1,89,4.08,88.5,5425,1.8
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,2,93,3.48,93,9700,7.02
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,3,98.5,4.68,99.5,8775,4.86
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,4,94.5,4.44,97.5,9500,9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,5,86.5,4.92,97,7525,8.46
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,6,99.5,0.84,98.5,8875,9.9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,7,92.5,3.12,99.5,775,9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,8,95,0.72,96,7375,2.16
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,9,92,1.32,98,2625,7.56
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,10,98.5,4.2,98.5,10000,7.92
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,1,96,3,88.5,4350,6.3
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,2,94.5,4.32,95.5,4300,5.22
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,3,93,4.44,89.5,3450,9.36
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,4,91,1.08,96,8900,5.04
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,5,92.5,4.44,99.5,5450,3.6
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,6,98,0.84,99.5,9250,7.56
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,7,97.5,2.64,95,9525,8.64
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,8,92.5,2.76,88.5,8550,9.36
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,9,92,0.48,97.5,2750,2.7
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,10,99.5,3.48,99,3550,4.32
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,1,99,0.96,90,5575,9.18
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,2,99.5,2.4,99,9050,3.42
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,3,89.5,3.12,90.5,7750,3.42
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,4,96.5,1.32,93,7825,9.54
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,5,95.5,4.8,87.5,7050,2.52
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,6,99.5,2.52,91,9850,6.84
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,7,95,4.44,92.5,8475,7.74
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,8,92.5,4.44,100,7725,2.88
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,9,93.5,3,92,5475,6.48
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,10,95.5,4.2,91,8625,4.32
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,1,94.5,4.08,89.5,2275,4.5
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,2,93,3.48,94.5,9800,8.64
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,3,88.5,4.92,95,8975,3.06
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,4,96.5,2.4,94,7000,4.68
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,5,97,3.12,92.5,1825,2.88
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,6,99.5,0.96,91,9975,7.74
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,7,96,2.16,95.5,9775,4.68
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,8,96.5,2.04,99.5,3700,9
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,9,92,4.92,88.5,3950,9
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,10,86.5,4.2,94.5,8125,0.9
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,1,87,4.44,99,6800,9.72
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,2,96.5,3.72,97.5,5900,4.5
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,3,96.5,4.56,99.5,9125,8.28
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,4,90.5,2.28,89.5,9800,7.92
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,5,99.5,4.32,90.5,9425,5.22
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,6,92.5,3.84,94,5825,2.88
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,7,87,4.44,98,8075,4.32
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,8,100,4.68,99,9450,9.36
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,9,96,1.44,94,5775,7.92
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,10,98,3.72,92,8675,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,1,97,2.76,91,4225,9
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,2,98.5,1.08,98,9950,5.94
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,3,95.5,4.68,89.5,1525,1.98
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,4,91.5,1.92,93.5,9400,4.32
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,5,86.5,3.72,99.5,5675,6.3
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,6,97,4.56,93,8200,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,7,92.5,3,97.5,8300,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,8,92.5,1.32,87.5,7250,4.32
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,9,98,4.56,97,7325,1.98
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,10,98,4.44,96,8575,5.04
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,1,97,3.12,86.5,3525,1.44
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,2,97.5,4.44,98.5,1775,4.86
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,3,98,3.12,98.5,1425,3.78
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,4,89,4.8,94,5900,9
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,5,99.5,3.72,99,9575,6.12
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,6,94,4.8,96,8525,8.46
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,7,99.5,3,97.5,8100,3.96
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,8,96,1.8,95.5,3325,9.9
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,9,94.5,4.92,95.5,9375,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,10,98.5,0.36,97,3775,2.7
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,1,94,4.56,88.5,9000,8.28
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,2,94,3.24,98.5,4650,6.48
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,3,100,4.44,98,7650,9.18
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,4,96.5,2.52,98,6700,8.1
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,5,90.5,3.24,96.5,6450,5.22
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,6,99.5,4.32,97,6175,1.98
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,7,97,1.8,95.5,7200,5.22
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,8,94,4.8,95,7600,8.82
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,9,97,3.72,100,3550,9.9
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,10,95,4.44,94.5,8175,9.36
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,1,92,2.04,95.5,4625,1.26
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,2,94.5,3,95.5,8650,5.4
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,3,94,4.2,92.5,4600,7.02
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,4,91,3.24,93.5,8325,2.88
