BaseStationId,year,month,day,success_call_rate,fail_rate,cell_avail,max_active_abon,overload_rate
6d930204-e831-4beb-a512-080e015c4042,2015,2,2,99,3.72,97.5,8775,8.64
6d930204-e831-4beb-a512-080e015c4042,2015,2,3,96,4.8,95,7450,6.3
6d930204-e831-4beb-a512-080e015c4042,2015,2,4,95,4.2,94.5,5900,8.46
6d930204-e831-4beb-a512-080e015c4042,2015,2,5,91.5,3.6,100,7650,8.28
6d930204-e831-4beb-a512-080e015c4042,2015,2,6,92,1.56,99.5,7475,9.72
6d930204-e831-4beb-a512-080e015c4042,2015,2,7,90.5,3.84,87.5,9350,9.36
6d930204-e831-4beb-a512-080e015c4042,2015,2,8,96,4.2,94.5,2425,7.74
6d930204-e831-4beb-a512-080e015c4042,2015,2,9,97.5,3.12,93.5,3625,9.72
6d930204-e831-4beb-a512-080e015c4042,2015,2,10,93.5,4.56,93.5,8250,7.56
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,1,91.5,4.08,96.5,6025,8.82
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,2,91.5,2.64,98.5,9825,7.02
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,3,96.5,4.56,96.5,7825,5.76
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,4,93.5,3.12,93.5,3325,4.14
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,5,99.5,4.56,90,7925,7.56
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,6,99,1.2,89,8950,9.72
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,7,96,4.68,92,7400,7.38
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,8,95.5,1.8,96,7125,7.74
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,9,99.5,3.72,100,8650,6.84
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,1,10,93.5,2.52,94.5,7400,9.18
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,1,90,0.84,91.5,7550,5.04
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,2,94.5,1.2,90,1600,8.46
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,3,97.5,4.68,92.5,4075,8.28
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,4,95,4.56,92.5,4850,8.1
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,5,99,4.08,100,2275,5.76
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,6,95,4.68,96.5,3500,7.92
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,7,99,3.48,96,7525,0.72
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,8,96.5,3.12,90.5,6775,5.94
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,9,97.5,4.44,100,7200,3.78
415bb9ec-d86c-47a5-9d85-d33e38da4712,2015,2,10,98.5,3.84,94,8800,8.82
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,1,99,2.76,93,8475,6.66
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,2,98,3.6,99,1875,3.24
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,3,93,4.32,95.5,7500,6.48
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,4,92,3.72,90.5,9125,9
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,5,100,3.96,96,6350,9.54
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,6,99,1.92,98.5,3075,4.32
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,7,87,4.56,99.5,5100,3.24
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,8,97,4.68,93,7850,5.76
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,9,98.5,2.52,99,8925,5.58
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,1,10,94.5,0.48,99.5,7650,4.32
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,1,98.5,0.84,98,4650,5.58
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,2,93.5,4.68,89,8000,8.28
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,3,88,4.44,93.5,4800,5.22
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,4,95,3.96,95,5175,4.86
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,5,95.5,0.96,100,1125,5.22
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,6,89,4.2,99,2050,5.94
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,7,98,4.92,97,7075,3.42
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,8,92,3.24,93,7125,9.9
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,9,90,4.68,98.5,8175,4.32
61efd5e2-88fb-40b7-af47-1a3c443489ba,2015,2,10,90,2.64,90.5,5700,8.82
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,1,100,3.96,93.5,9150,8.82
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,2,96.5,2.04,99,7200,2.52
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,3,90.5,3,86,9475,4.14
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,4,100,1.68,95.5,3950,2.52
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,5,97.5,4.08,95,3425,4.68
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,6,92.5,4.56,90.5,8850,9.54
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,7,98.5,3.12,98,6675,9.54
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,8,95.5,4.56,97,5750,3.24
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,9,92,2.28,98.5,5475,3.96
84858dda-cc00-4706-993e-3552efa0dd54,2015,1,10,97,3.36,95.5,5100,6.12
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,1,96.5,4.56,93,7975,5.58
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,2,96.5,0.48,97.5,7325,8.64
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,3,94,4.92,86.5,4425,8.46
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,4,99,2.16,98,9375,3.78
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,5,96.5,1.92,99.5,6200,7.38
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,6,94,4.68,91,9575,8.82
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,7,95,3,86,5925,5.04
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,8,97,2.52,98.5,9025,6.66
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,9,89,4.2,87.5,3725,3.06
84858dda-cc00-4706-993e-3552efa0dd54,2015,2,10,90.5,2.4,96.5,5600,9.9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,1,99.5,3,99,4400,9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,2,91.5,1.08,91,5825,6.84
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,3,93.5,2.04,91,8300,7.38
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,4,96,4.08,91,7000,4.68
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,5,99.5,1.56,92.5,3400,5.94
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,6,100,1.2,97,9325,7.56
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,7,86.5,4.44,94,8275,4.5
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,8,96,4.08,99.5,7225,9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,9,99.5,2.04,94.5,8125,7.38
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,1,10,97,4.92,100,9550,8.46
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,1,93,4.2,91.5,7175,8.82
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,2,94.5,4.8,96,8675,5.4
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,3,97.5,2.16,93,4950,4.5
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,4,91.5,3.12,93,850,4.5
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,5,92.5,4.44,92,3400,3.24
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,6,100,0.84,92.5,7750,2.52
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,7,96.5,2.28,99,6300,9
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,8,100,2.28,90.5,9875,3.6
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,9,88.5,3.96,95.5,8075,1.8
5edbda96-b11f-47c3-98a9-9c2661c72bad,2015,2,10,89.5,1.32,99,9350,9.72
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,1,97,4.44,98.5,8000,9.9
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,2,100,4.56,93,2375,1.62
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,3,93.5,3.6,92.5,7075,3.78
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,4,95.5,0.72,93,2275,9.54
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,5,97.5,3.6,98,8800,9
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,6,93.5,1.44,96,3875,1.8
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,7,93,3,92.5,8275,4.68
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,8,89.5,4.08,98,3425,8.82
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,9,96.5,2.4,90,7225,3.96
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,1,10,92,4.56,95,7825,2.52
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,1,89,1.56,88,775,8.46
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,2,97.5,4.08,98,9125,8.64
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,3,88,3.12,92,5725,7.56
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,4,100,4.8,94,9850,8.82
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,5,90,3.6,99.5,5750,4.14
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,6,97.5,1.68,100,9500,7.38
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,7,98,3.96,90.5,10000,6.84
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,8,94.5,4.2,91.5,7825,5.4
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,9,99,3.96,94,9075,9
6e01fbbe-78e8-44e5-abbf-dec6c2f8867f,2015,2,10,91,0.48,94,6750,2.52
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,1,98.5,4.2,96.5,6425,9.72
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,2,98,4.2,100,7425,1.8
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,3,94.5,2.88,94,5025,0.72
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,4,99.5,4.8,94.5,7675,8.64
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,5,87.5,2.16,93.5,9950,9.36
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,6,92,4.56,99,2200,7.92
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,7,97,3.6,96,5675,5.58
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,8,93,4.2,93,8450,6.66
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,9,89.5,4.68,94.5,3625,9.72
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,1,10,97,0.96,99,7550,7.74
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,1,98,1.56,91.5,8475,5.76
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,2,89,4.8,98.5,3975,6.66
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,3,94.5,1.08,88.5,5675,2.16
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,4,100,3.96,97.5,6150,5.4
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,5,92.5,3.48,99.5,8400,6.3
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,6,96.5,4.08,99,6625,9.9
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,7,97,4.92,98.5,575,9.54
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,8,95,1.44,100,8250,9.54
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,9,97,4.68,98.5,4800,7.2
53dfc2b7-e0a7-4468-a5a4-9605ed0b0c78,2015,2,10,95,3.12,93,7000,3.24
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,1,88,3.24,96.5,5900,8.28
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,2,94,1.8,97,8825,7.02
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,3,96,4.2,94,6525,6.3
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,4,98.5,3.96,99.5,8325,9.54
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,5,98,3.6,99.5,1600,3.78
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,6,100,3.48,98,9875,2.7
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,7,100,3.96,96,8350,9
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,8,93,2.52,94,9550,9.36
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,9,96,4.8,97,9600,7.56
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,1,10,96,3.48,99,4700,8.46
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,1,100,3.48,90,1550,9.9
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,2,94,4.44,98,2925,9.54
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,3,92,3.24,98.5,5050,2.52
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,4,98,2.64,94.5,7600,5.4
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,5,95.5,4.68,99.5,4050,6.12
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,6,97,4.44,97,8675,2.88
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,7,98,3.72,96.5,7800,9.54
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,8,90.5,4.44,96,7800,5.94
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,9,100,4.08,89.5,4950,6.66
e3175fc8-00cc-4754-a000-dbd3f29712a2,2015,2,10,89.5,4.92,92,3075,9.18
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,1,93.5,4.44,99.5,7350,5.04
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,2,97.5,2.64,94.5,9900,3.96
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,3,95.5,3.48,85,1900,9
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,4,96,1.2,98.5,7075,5.4
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,5,89,3.24,96,6500,7.74
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,6,99.5,2.52,99.5,9475,5.58
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,7,91.5,4.44,98,8575,8.46
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,8,89.5,1.2,93.5,8075,0.54
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,9,95,3.48,87.5,7225,8.64
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,1,10,91,3.72,93.5,8250,8.28
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,1,88.5,3,94,6550,9.9
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,2,99,3.96,95,9075,7.2
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,3,95,4.44,93.5,6300,9.36
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,4,94.5,4.2,91.5,4625,7.92
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,5,96,4.2,88,9850,7.38
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,6,92.5,4.44,100,7525,8.64
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,7,93.5,2.16,96,9850,5.58
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,8,98.5,2.52,98,8150,9.54
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,9,99,4.08,94.5,9350,7.2
07e8b8d0-d480-467f-a351-0142c1b173fb,2015,2,10,89.5,2.28,93.5,8325,6.66
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,1,91,0.6,96,3100,2.16
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,2,98,4.92,92,6300,2.7
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,3,99,2.04,89.5,9650,5.22
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,4,87.5,3.36,98,8000,5.04
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,5,94.5,3.6,96.5,8850,7.38
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,6,99.5,3.84,98,3900,7.56
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,7,88.5,4.68,92,5750,7.2
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,8,85,2.52,100,7775,6.3
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,9,95,2.76,98.5,4600,6.84
e9cf4047-3a38-418a-913d-fa025628c674,2015,1,10,99.5,4.92,91,7200,9.9
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,1,94.5,1.68,96.5,8700,5.22
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,2,91.5,4.32,100,9875,7.2
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,3,92.5,4.2,92,4625,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,4,95.5,3.84,98,7075,9.9
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,5,92.5,2.04,93.5,9675,4.14
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,6,91,2.76,97.5,5075,9.54
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,7,97.5,4.8,99.5,2475,3.06
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,8,94.5,0.96,94,9775,5.22
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,9,95,4.92,86.5,8450,9.18
e9cf4047-3a38-418a-913d-fa025628c674,2015,2,10,88,2.64,99,4600,7.74
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,1,97,3.48,94.5,5000,5.04
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,2,96,2.4,91.5,9075,7.92
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,3,89,3.12,96.5,7400,4.68
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,4,90,2.16,96.5,8725,1.8
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,5,94,4.68,100,3275,8.46
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,6,98,1.68,100,9500,3.24
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,7,94,1.2,100,2750,7.74
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,8,96,4.68,99,8225,4.5
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,9,96.5,4.92,87.5,5150,8.28
3fe26050-4064-4706-b2ea-3db13be9167f,2015,1,10,97.5,4.92,99,7025,4.32
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,1,93,4.8,98,3900,9.18
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,2,90.5,4.2,98,9775,8.1
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,3,93.5,1.92,98.5,9775,3.42
3fe26050-4064-4706-b2ea-3db13be9167f,2015,2,4,89.5,3.72,98.5,5925,9
